region,zone,name,distance_km,price,is_active
Brisbane,Ipswich Corridor,Graceville,27.24,98.00,True
Brisbane,Ipswich Corridor,Jindalee,29.48,102.00,True
Brisbane,Ipswich Corridor,Middle Park,31.49,105.00,True
Brisbane,Ipswich Corridor,Oxley,31.36,100.00,True
Brisbane,Ipswich Corridor,Riverhills,33.55,108.00,True
Brisbane,Ipswich Corridor,Seventeen Mile Rocks,29.50,105.00,True
Brisbane,Ipswich Corridor,Sherwood,28.48,98.00,True
Brisbane,Ipswich Corridor,Sinnamon Park,28.88,100.00,True
Brisbane,Ipswich Corridor,Wacol,34.66,105.00,True
Brisbane,Northern,Murrumba Downs,25.44,85.00,True
Brisbane,Northern,Nudgee,9.72,60.00,True
Brisbane,Northern,Nudgee Beach,11.62,60.00,True
Brisbane,Northern,Petrie,31.91,90.00,True
Brisbane,Northern Suburbs,Aspley,15.72,90.00,True
Brisbane,Northern Suburbs,Bald Hills,21.82,95.00,True
Brisbane,Northern Suburbs,Banyo,9.77,78.00,True
Brisbane,Northern Suburbs,Boondall,14.69,85.00,True
Brisbane,Northern Suburbs,Bracken Ridge,21.08,92.00,True
Brisbane,Northern Suburbs,Bridgeman Downs,24.46,95.00,True
Brisbane,Northern Suburbs,Brighton,20.45,98.00,True
Brisbane,Northern Suburbs,Carseldine,21.83,92.00,True
Brisbane,Northern Suburbs,Deagon,18.36,92.00,True
Brisbane,Northern Suburbs,Fitzgibbon,20.03,90.00,True
Brisbane,Northern Suburbs,Geebung,11.94,88.00,True
Brisbane,Northern Suburbs,McDowall,16.54,92.00,True
Brisbane,Northern Suburbs,Northgate,8.63,78.00,True
Brisbane,Northern Suburbs,Sandgate,19.39,95.00,True
Brisbane,Northern Suburbs,Shorncliffe,20.44,98.00,True
Brisbane,Northern Suburbs,Taigum,19.18,88.00,True
Brisbane,Northern Suburbs,Virginia,11.08,80.00,True
Brisbane,Northern Suburbs,Zillmere,14.70,90.00,True
Brisbane,North-West,Albany Creek,20.63,65.00,True
Brisbane,North-West,Brendale,24.08,85.00,True
Brisbane,North-West,Bunya,22.44,70.00,True
Brisbane,North-West,Eatons Hill,28.90,75.00,True
Brisbane,North-West,Everton Hills,17.87,60.00,True
Brisbane,North-West,Everton Park,15.68,60.00,True
Brisbane,North-West,Grange,12.96,60.00,True
Brisbane,North-West,Samford Valley,31.79,95.00,True
Brisbane,North-West,Stafford Heights,13.80,60.00,True
Brisbane,North-West,Strathpine,25.46,85.00,True
Brisbane,North-West,Warner,29.24,80.00,True
Brisbane,Redlands,Cleveland,33.16,105.00,True
Brisbane,Redlands,Victoria Point,37.70,130.00,True
Brisbane,South-Eastern Suburbs,Acacia Ridge,35.81,98.00,True
Brisbane,South-Eastern Suburbs,Archerfield,27.49,95.00,True
Brisbane,South-Eastern Suburbs,Calamvale,33.58,105.00,True
Brisbane,South-Eastern Suburbs,Coopers Plains,28.55,95.00,True
Brisbane,South-Eastern Suburbs,Eight Mile Plains,26.64,102.00,True
Brisbane,South-Eastern Suburbs,Kuraby,29.24,105.00,True
Brisbane,South-Eastern Suburbs,Mount Gravatt,25.11,95.00,True
Brisbane,South-Eastern Suburbs,Mount Gravatt East,22.91,95.00,True
Brisbane,South-Eastern Suburbs,Runcorn,31.60,100.00,True
Brisbane,South-Eastern Suburbs,Stretton,30.92,108.00,True
Brisbane,South-Eastern Suburbs,Sunnybank,29.37,98.00,True
Brisbane,South-Eastern Suburbs,Sunnybank Hills,32.90,100.00,True
Brisbane,South-Eastern Suburbs,Upper Mount Gravatt,25.17,98.00,True
Brisbane,South-Eastern Suburbs,Wishart,21.70,100.00,True
Brisbane,Southern,Algester,34.75,85.00,True
Brisbane,Southern,Drewvale,37.75,85.00,True
Brisbane,Southern,Larapinta,40.19,80.00,True
Brisbane,Southern,Mansfield,23.85,65.00,True
Brisbane,Southern,Parkinson,38.86,85.00,True
Brisbane,Western,Fig Tree Pocket,26.41,65.00,True
Brisbane,Western,Forest Lake,44.98,80.00,True
Brisbane,Western,Inala,36.13,75.00,True
Brisbane,Western,Richlands,35.99,75.00,True
Brisbane,Western Suburbs,Arana Hills,19.30,100.00,True
Brisbane,Western Suburbs,Brookfield,29.52,110.00,True
Brisbane,Western Suburbs,Chapel Hill,24.96,100.00,True
Brisbane,Western Suburbs,Ferny Grove,23.16,105.00,True
Brisbane,Western Suburbs,Ferny Hills,20.74,102.00,True
Brisbane,Western Suburbs,Indooroopilly,24.71,95.00,True
Brisbane,Western Suburbs,Kenmore,25.94,102.00,True
Brisbane,Western Suburbs,Kenmore Hills,28.68,105.00,True
Brisbane,Western Suburbs,St Lucia,21.46,90.00,True
Brisbane,Western Suburbs,Taringa,24.86,92.00,True
Brisbane,Western Suburbs,The Gap,23.93,100.00,True
Brisbane,Western Suburbs,Toowong,20.12,90.00,True
Brisbane,Western Suburbs,Upper Kedron,22.84,105.00,True
Gold Coast,Airport Surrounds,Banora Point,12.06,65.00,True
Gold Coast,Airport Surrounds,Bilambil Heights,12.85,70.00,True
Gold Coast,Airport Surrounds,Bilinga,3.32,55.00,True
Gold Coast,Airport Surrounds,Coolangatta,5.72,55.00,True
Gold Coast,Airport Surrounds,Currumbin,5.51,62.00,True
Gold Coast,Airport Surrounds,Currumbin Waters,5.80,65.00,True
Gold Coast,Airport Surrounds,Gold Coast Airport,4.21,0.00,True
Gold Coast,Airport Surrounds,Kirra,5.71,55.00,True
Gold Coast,Airport Surrounds,Tugun,2.48,60.00,True
Gold Coast,Airport Surrounds,Tweed Heads,7.69,65.00,True
Gold Coast,Airport Surrounds,Tweed Heads South,8.72,62.00,True
Gold Coast,Airport Surrounds,Tweed Heads West,8.70,68.00,True
Gold Coast,Central Gold Coast,Ashmore,33.42,90.00,True
Gold Coast,Central Gold Coast,Benowa,27.03,90.00,True
Gold Coast,Central Gold Coast,Broadbeach,25.45,85.00,True
Gold Coast,Central Gold Coast,Broadbeach Waters,24.24,85.00,True
Gold Coast,Central Gold Coast,Bundall,25.53,88.00,True
Gold Coast,Central Gold Coast,Carrara,28.09,88.00,True
Gold Coast,Central Gold Coast,Chevron Island,27.14,88.00,True
Gold Coast,Central Gold Coast,Isle of Capri,26.70,88.00,True
Gold Coast,Central Gold Coast,Mermaid Beach,16.19,82.00,True
Gold Coast,Central Gold Coast,Mermaid Waters,20.87,82.00,True
Gold Coast,Central Gold Coast,Surfers Paradise,27.39,88.00,True
Gold Coast,Central Gold Coast,Tallai,24.12,70.00,True
Gold Coast,Far North,Coomera,49.52,108.00,True
Gold Coast,Far North,Helensvale,41.01,105.00,True
Gold Coast,Far North,Hope Island,46.15,105.00,True
Gold Coast,Far North,Jacobs Well,60.98,125.00,True
Gold Coast,Far North,Maudsland,41.38,110.00,True
Gold Coast,Far North,Ormeau,55.63,118.00,True
Gold Coast,Far North,Ormeau Hills,57.85,118.00,True
Gold Coast,Far North,Oxenford,40.98,108.00,True
Gold Coast,Far North,Pacific Pines,37.72,105.00,True
Gold Coast,Far North,Pimpama,56.22,112.00,True
Gold Coast,Far North,Sanctuary Cove,48.89,108.00,True
Gold Coast,Far North,Upper Coomera,46.37,110.00,True
Gold Coast,Far North,Yatala,61.37,122.00,True
Gold Coast,Far Northern Fringe,Cedar Creek,72.94,205.00,True
Gold Coast,Far Northern Fringe,Gilberton,64.64,190.00,True
Gold Coast,Far Northern Fringe,Kingsholme,58.05,180.00,True
Gold Coast,Far Northern Fringe,Luscombe,70.04,190.00,True
Gold Coast,Far Northern Fringe,Natural Bridge,58.39,185.00,True
Gold Coast,Far Northern Fringe,Norwell,56.91,170.00,True
Gold Coast,Far Northern Fringe,Stapylton,63.05,190.00,True
Gold Coast,Far Northern Fringe,Steiglitz,66.46,190.00,True
Gold Coast,Far Northern Fringe,Woongoolba,61.73,185.00,True
Gold Coast,Hinterland,Bonogin,22.94,88.00,True
Gold Coast,Hinterland,Canungra,40.01,120.00,True
Gold Coast,Hinterland,Clear Island Waters,22.41,90.00,True
Gold Coast,Hinterland,Gaven,34.07,92.00,True
Gold Coast,Hinterland,Gilston,30.02,95.00,True
Gold Coast,Hinterland,Merrimac,23.05,88.00,True
Gold Coast,Hinterland,Mount Nathan,40.41,108.00,True
Gold Coast,Hinterland,Mudgeeraba,19.51,80.00,True
Gold Coast,Hinterland,Reedy Creek,14.89,88.00,True
Gold Coast,Hinterland,Robina,20.71,85.00,True
Gold Coast,Hinterland,Tamborine Mountain,56.13,125.00,True
Gold Coast,Hinterland,Varsity Lakes,17.39,88.00,True
Gold Coast,Hinterland,Worongary,24.81,85.00,True
Gold Coast,Northern Gold Coast,Arundel,37.71,95.00,True
Gold Coast,Northern Gold Coast,Austinville,29.00,95.00,True
Gold Coast,Northern Gold Coast,Biggera Waters,41.63,95.00,True
Gold Coast,Northern Gold Coast,Coombabah,43.46,98.00,True
Gold Coast,Northern Gold Coast,Highland Park,28.02,92.00,True
Gold Coast,Northern Gold Coast,Hollywell,45.33,98.00,True
Gold Coast,Northern Gold Coast,Labrador,41.78,95.00,True
Gold Coast,Northern Gold Coast,Main Beach,30.09,92.00,True
Gold Coast,Northern Gold Coast,Molendinar,35.64,95.00,True
Gold Coast,Northern Gold Coast,Nerang,29.71,92.00,True
Gold Coast,Northern Gold Coast,Neranwood,27.05,85.00,True
Gold Coast,Northern Gold Coast,Paradise Point,50.85,100.00,True
Gold Coast,Northern Gold Coast,Parkwood,39.82,95.00,True
Gold Coast,Northern Gold Coast,Runaway Bay,43.62,98.00,True
Gold Coast,Northern Gold Coast,Southport,29.88,95.00,True
Gold Coast,Outer Northern Gold Coast,Advancetown,33.67,115.00,True
Gold Coast,Outer Northern Gold Coast,Alberton,67.42,140.00,True
Gold Coast,Outer Northern Gold Coast,Clagiraba,39.78,120.00,True
Gold Coast,Outer Northern Gold Coast,Guanaba,46.22,135.00,True
Gold Coast,Outer Northern Gold Coast,Lower Beechmont,42.35,120.00,True
Gold Coast,Outer Northern Gold Coast,Numinbah Valley,52.43,150.00,True
Gold Coast,Outer Northern Gold Coast,Springbrook,41.43,130.00,True
Gold Coast,Outer Northern Gold Coast,Willow Vale,50.37,150.00,True
Gold Coast,Outer Northern Gold Coast,Wongawallan,51.60,155.00,True
Gold Coast,Southern Gold Coast,Burleigh Heads,14.11,75.00,True
Gold Coast,Southern Gold Coast,Burleigh Waters,17.09,78.00,True
Gold Coast,Southern Gold Coast,Currumbin Valley,17.03,60.00,True
Gold Coast,Southern Gold Coast,Elanora,8.47,70.00,True
Gold Coast,Southern Gold Coast,Miami,13.46,80.00,True
Gold Coast,Southern Gold Coast,Nobby Beach,14.74,80.00,True
Gold Coast,Southern Gold Coast,Palm Beach,6.29,68.00,True
Gold Coast,Southern Gold Coast,Tallebudgera,11.41,72.00,True
Gold Coast,Southern Gold Coast,Tallebudgera Valley,17.24,78.00,True
Gold Coast,Southern Gold Coast,West Burleigh,10.99,78.00,True
Melbourne,Central Melbourne,Brunswick,23.63,75.00,True
Melbourne,Central Melbourne,Carlton,24.93,75.00,True
Melbourne,Central Melbourne,Coburg,19.47,72.00,True
Melbourne,Central Melbourne,Collingwood,27.21,75.00,True
Melbourne,Central Melbourne,Docklands,26.72,60.00,True
Melbourne,Central Melbourne,Fitzroy,26.39,76.00,True
Melbourne,Central Melbourne,Melbourne CBD,27.06,75.00,True
Melbourne,Central Melbourne,Richmond,34.70,78.00,True
Melbourne,Central Melbourne,Southbank,31.10,75.00,True
Melbourne,Central Melbourne,Station Pier Cruise Terminal,30.96,50.00,True
Melbourne,Central Melbourne,Webb Dock Cruise Terminal,29.53,50.00,True
Melbourne,Eastern Suburbs,Bayswater,57.72,102.00,True
Melbourne,Eastern Suburbs,Blackburn,45.45,95.00,True
Melbourne,Eastern Suburbs,Blackburn North,43.72,95.00,True
Melbourne,Eastern Suburbs,Blackburn South,55.48,100.00,True
Melbourne,Eastern Suburbs,Boronia,58.66,102.00,True
Melbourne,Eastern Suburbs,Box Hill,42.59,92.00,True
Melbourne,Eastern Suburbs,Burwood East,53.55,95.00,True
Melbourne,Eastern Suburbs,Croydon,55.17,95.00,True
Melbourne,Eastern Suburbs,Croydon North,57.42,120.00,True
Melbourne,Eastern Suburbs,Croydon South,53.91,120.00,True
Melbourne,Eastern Suburbs,Diamond Creek,34.49,98.00,True
Melbourne,Eastern Suburbs,Doncaster,39.65,90.00,True
Melbourne,Eastern Suburbs,Eltham,36.44,92.00,True
Melbourne,Eastern Suburbs,Forest Hill,49.08,105.00,True
Melbourne,Eastern Suburbs,Glen Waverley,52.98,90.00,True
Melbourne,Eastern Suburbs,Greensborough,30.62,90.00,True
Melbourne,Eastern Suburbs,Heathmont,53.30,120.00,True
Melbourne,Eastern Suburbs,Lilydale,63.74,110.00,True
Melbourne,Eastern Suburbs,Mitcham,47.95,110.00,True
Melbourne,Eastern Suburbs,Mont Albert,42.39,95.00,True
Melbourne,Eastern Suburbs,Mooroolbark,60.33,105.00,True
Melbourne,Eastern Suburbs,Mount Waverley,49.97,95.00,True
Melbourne,Eastern Suburbs,Notting Hill,50.43,100.00,True
Melbourne,Eastern Suburbs,Nunawading,46.46,100.00,True
Melbourne,Eastern Suburbs,Ringwood,50.41,95.00,True
Melbourne,Eastern Suburbs,Ringwood East,51.91,125.00,True
Melbourne,Eastern Suburbs,Vermont,50.24,115.00,True
Melbourne,Eastern Suburbs,Wantirna,53.39,110.00,True
Melbourne,Eastern Suburbs,Wantirna South,59.94,115.00,True
Melbourne,Inner East,Balwyn,38.37,85.00,True
Melbourne,Inner East,Balwyn North,36.50,85.00,True
Melbourne,Inner East,Burwood,43.37,85.00,True
Melbourne,Inner East,Camberwell,41.92,90.00,True
Melbourne,Inner East,Caulfield,40.19,90.00,True
Melbourne,Inner East,Caulfield North,37.99,85.00,True
Melbourne,Inner East,Caulfield South,40.45,95.00,True
Melbourne,Inner East,Glen Iris,39.93,85.00,True
Melbourne,Inner East,Hawthorn,36.66,85.00,True
Melbourne,Inner East,Kooyong,38.84,85.00,True
Melbourne,Inner East,Malvern,38.36,80.00,True
Melbourne,Inner East,Malvern East,42.09,90.00,True
Melbourne,Inner East,Oakleigh,46.49,88.00,True
Melbourne,Inner East,Toorak,35.41,88.00,True
Melbourne,Inner North,Batman,19.82,60.00,True
Melbourne,Inner North,Heidelberg,36.07,82.00,True
Melbourne,Inner North,Ivanhoe,28.77,82.00,True
Melbourne,Inner North,Northcote,26.95,78.00,True
Melbourne,Inner North,Preston,22.69,78.00,True
Melbourne,Inner North,Reservoir,24.71,76.00,True
Melbourne,Inner North,Thornbury,24.48,65.00,True
Melbourne,Inner North/West,Aberfeldie,16.41,60.00,True
Melbourne,Inner North/West,Airport West,10.45,60.00,True
Melbourne,Inner North/West,Essendon,16.00,62.00,True
Melbourne,Inner North/West,Essendon North,13.91,60.00,True
Melbourne,Inner North/West,Gladstone Park,9.99,60.00,True
Melbourne,Inner North/West,Keilor,10.33,60.00,True
Melbourne,Inner North/West,Moonee Ponds,17.82,65.00,True
Melbourne,Inner North/West,Niddrie,13.01,60.00,True
Melbourne,Inner North/West,Strathmore,16.52,60.00,True
Melbourne,Inner North/West,Tullamarine,8.00,60.00,True
Melbourne,Inner North/West,Westmeadows,11.90,60.00,True
Melbourne,Inner South,Albert Park,30.55,70.00,True
Melbourne,Inner South,Armadale,37.75,80.00,True
Melbourne,Inner South,Brighton,40.13,88.00,True
Melbourne,Inner South,Brighton East,40.92,100.00,True
Melbourne,Inner South,Hampton,42.51,100.00,True
Melbourne,Inner South,Hawksburn,36.48,80.00,True
Melbourne,Inner South,Middle Park,31.49,75.00,True
Melbourne,Inner South,Port Melbourne,29.36,65.00,True
Melbourne,Inner South,Prahran,37.04,82.00,True
Melbourne,Inner South,South Melbourne,29.45,65.00,True
Melbourne,Inner South,South Yarra,32.81,82.00,True
Melbourne,Inner South,St Kilda,34.08,85.00,True
Melbourne,Inner South,Windsor,34.35,82.00,True
Melbourne,melbourn city,Hotel in City,27.22,50.00,True
Melbourne,North-East,Doncaster East,44.42,95.00,True
Melbourne,North-East,Lower Plenty,37.97,90.00,True
Melbourne,North-East,Macleod,33.12,80.00,True
Melbourne,North-East,Montmorency,35.03,95.00,True
Melbourne,North-East,Park Orchards,50.28,105.00,True
Melbourne,North-East,Plenty,33.87,90.00,True
Melbourne,North-East,Rosanna,34.57,80.00,True
Melbourne,North-East,Templestowe,40.69,85.00,True
Melbourne,North-East,Templestowe Lower,42.04,80.00,True
Melbourne,North-East,Viewbank,35.38,80.00,True
Melbourne,North-East,Warrandyte,47.55,110.00,True
Melbourne,North-East,Warrandyte South,53.56,110.00,True
Melbourne,North-East,Watsonia,31.06,80.00,True
Melbourne,North-East,Yarrambat,37.27,95.00,True
Melbourne,Northern Suburbs,Broadmeadows,14.36,60.00,True
Melbourne,Northern Suburbs,Bundoora,27.62,85.00,True
Melbourne,Northern Suburbs,Campbellfield,18.98,60.00,True
Melbourne,Northern Suburbs,Coburg North,20.54,60.00,True
Melbourne,Northern Suburbs,Craigieburn,23.11,72.00,True
Melbourne,Northern Suburbs,Dallas,15.63,60.00,True
Melbourne,Northern Suburbs,Doreen,44.24,100.00,True
Melbourne,Northern Suburbs,Epping,28.15,85.00,True
Melbourne,Northern Suburbs,Fawkner,18.75,60.00,True
Melbourne,Northern Suburbs,Glenroy,13.18,60.00,True
Melbourne,Northern Suburbs,Greenvale,14.64,60.00,True
Melbourne,Northern Suburbs,Kingsbury,27.44,70.00,True
Melbourne,Northern Suburbs,Lalor,24.13,65.00,True
Melbourne,Northern Suburbs,Meadow Heights,17.64,60.00,True
Melbourne,Northern Suburbs,Mernda,37.23,95.00,True
Melbourne,Northern Suburbs,Mill Park,28.05,88.00,True
Melbourne,Northern Suburbs,Oak Park,14.37,60.00,True
Melbourne,Northern Suburbs,Pascoe Vale,17.61,60.00,True
Melbourne,Northern Suburbs,Roxburgh Park,21.56,70.00,True
Melbourne,Northern Suburbs,South Morang,32.77,90.00,True
Melbourne,Northern Suburbs,Thomastown,21.43,65.00,True
Melbourne,Regional,Geelong,85.44,165.00,True
Melbourne,Regional,Mornington,96.33,155.00,True
Melbourne,South-East,Bangholme,69.66,135.00,True
Melbourne,South-East,Beaumaris,50.24,115.00,True
Melbourne,South-East,Bentleigh,46.36,100.00,True
Melbourne,South-East,Bentleigh East,50.72,100.00,True
Melbourne,South-East,Black Rock,47.76,115.00,True
Melbourne,South-East,Carnegie,43.42,95.00,True
Melbourne,South-East,Cheltenham,47.33,95.00,True
Melbourne,South-East,Clayton,49.37,110.00,True
Melbourne,South-East,Dandenong,62.03,108.00,True
Melbourne,South-East,Dingley Village,56.61,110.00,True
Melbourne,South-East,Frankston,81.60,115.00,True
Melbourne,South-East,Heatherton,52.50,100.00,True
Melbourne,South-East,Huntingdale,48.02,115.00,True
Melbourne,South-East,Keysborough,64.33,130.00,True
Melbourne,South-East,Knox,61.67,105.00,True
Melbourne,South-East,Lysterfield,63.56,130.00,True
Melbourne,South-East,McKinnon,42.85,95.00,True
Melbourne,South-East,Mentone,55.81,110.00,True
Melbourne,South-East,Moorabbin,52.54,95.00,True
Melbourne,South-East,Mordialloc,58.31,115.00,True
Melbourne,South-East,Mulgrave,52.58,120.00,True
Melbourne,South-East,Murrumbeena,48.01,90.00,True
Melbourne,South-East,Noble Park,61.95,130.00,True
Melbourne,South-East,Oakleigh East,48.17,110.00,True
Melbourne,South-East,Oakleigh South,49.76,115.00,True
Melbourne,South-East,Ormond,44.74,95.00,True
Melbourne,South-East,Parkdale,56.70,110.00,True
Melbourne,South-East,Rowville,58.07,130.00,True
Melbourne,South-East,Sandringham,45.33,110.00,True
Melbourne,South-East,Springvale,55.96,105.00,True
Melbourne,South-East,Springvale South,58.82,130.00,True
Melbourne,South-East,Wheelers Hill,53.35,125.00,True
Melbourne,Western Suburbs,Albanvale,18.26,60.00,True
Melbourne,Western Suburbs,Altona,34.96,82.00,True
Melbourne,Western Suburbs,Avondale Heights,14.77,60.00,True
Melbourne,Western Suburbs,Caroline Springs,21.20,75.00,True
Melbourne,Western Suburbs,Deer Park,20.32,65.00,True
Melbourne,Western Suburbs,Derrimut,22.83,65.00,True
Melbourne,Western Suburbs,Footscray,21.05,78.00,True
Melbourne,Western Suburbs,Hillside,21.61,60.00,True
Melbourne,Western Suburbs,Hoppers Crossing,42.63,92.00,True
Melbourne,Western Suburbs,Kings Park,17.40,60.00,True
Melbourne,Western Suburbs,Laverton,33.27,85.00,True
Melbourne,Western Suburbs,Manor Lakes,50.84,130.00,True
Melbourne,Western Suburbs,Maribyrnong,19.03,60.00,True
Melbourne,Western Suburbs,Melton South,46.62,100.00,True
Melbourne,Western Suburbs,Point Cook,37.29,90.00,True
Melbourne,Western Suburbs,St Albans,14.92,60.00,True
Melbourne,Western Suburbs,Sunshine,17.86,60.00,True
Melbourne,Western Suburbs,Sunshine North,15.62,60.00,True
Melbourne,Western Suburbs,Sunshine West,19.85,60.00,True
Melbourne,Western Suburbs,Tarneit,36.50,90.00,True
Melbourne,Western Suburbs,Taylors Hill,19.90,60.00,True
Melbourne,Western Suburbs,Taylors Lakes,16.02,60.00,True
Melbourne,Western Suburbs,Truganina,27.94,85.00,True
Melbourne,Western Suburbs,Werribee,43.12,92.00,True
Melbourne,Western Suburbs,Williams Landing,36.05,85.00,True
Melbourne,Western Suburbs,Williamstown,36.02,82.00,True
Melbourne,Western Suburbs,Wyndham Vale,47.63,115.00,True
Sydney,central_west,Camellia,28.42,80.00,True
Sydney,central_west,Clyde,25.34,60.00,True
Sydney,central_west,Constitution Hill,34.58,80.00,True
Sydney,central_west,Dundas,28.03,70.00,True
Sydney,central_west,Dundas Valley,28.83,80.00,True
Sydney,central_west,Ermington,26.36,80.00,True
Sydney,central_west,Girraween,34.56,90.00,True
Sydney,central_west,Granville,26.81,80.00,True
Sydney,central_west,Greystanes,33.00,90.00,True
Sydney,central_west,Harris Park,27.18,80.00,True
Sydney,central_west,Merrylands,29.95,100.00,True
Sydney,central_west,Merrylands West,30.96,100.00,True
Sydney,central_west,Newington,25.25,80.00,True
Sydney,central_west,Northmead,31.74,100.00,True
Sydney,central_west,North Parramatta,30.70,90.00,True
Sydney,central_west,Oatlands,29.45,90.00,True
Sydney,central_west,Old Toongabbie,34.61,100.00,True
Sydney,central_west,Olympic Park,24.11,70.00,True
Sydney,central_west,Parramatta,30.45,90.00,True
Sydney,central_west,Pemulwuy,36.61,100.00,True
Sydney,central_west,Pendle Hill,33.51,100.00,True
Sydney,central_west,Rosehill,26.01,80.00,True
Sydney,central_west,Rydalmere,26.95,90.00,True
Sydney,central_west,Silverwater,23.70,70.00,True
Sydney,central_west,South Wentworthville,30.19,100.00,True
Sydney,central_west,Telopea,30.77,90.00,True
Sydney,central_west,Toongabbie,35.85,100.00,True
Sydney,central_west,Wentworthville,32.17,90.00,True
Sydney,central_west,Westmead,30.52,90.00,True
